1668444514995.994385 199 241 61 
1668444515181.968018 198 242 63 
1668444515382.000977 200 245 58 
1668444515582.010010 207 250 66 
1668444515782.014648 205 250 65 
1668444515982.011963 212 252 63 
1668444516182.014648 208 256 64 
1668444516382.016357 208 254 65 
1668444516582.021973 208 253 68 
1668444516782.016602 207 259 62 
1668444516982.009766 204 247 60 
1668444517182.037598 203 254 64 
1668444517381.974121 208 256 69 
1668444517581.992676 206 255 58 
1668444517782.029053 205 250 73 
1668444517981.990234 209 254 63 
1668444518181.991699 206 249 65 
1668444518381.980225 204 250 63 
1668444518581.987793 208 250 66 
1668444518782.005859 204 255 70 
1668444518982.006592 207 253 66 
1668444519182.009277 201 249 57 
1668444519381.976074 207 253 59 
1668444519593.923340 205 249 64 
1668444519782.026123 208 250 58 
1668444519982.073242 205 253 65 
1668444520181.960205 206 247 68 
1668444520382.006348 205 252 66 
1668444520582.033203 207 254 66 
1668444520782.011230 207 253 65 
1668444520982.025635 206 254 58 
1668444521182.016846 209 250 64 
1668444521382.011475 205 249 66 
1668444521582.032227 207 243 66 
1668444521781.974365 202 257 66 
1668444521982.001221 209 255 57 
1668444522181.994873 206 254 58 
1668444522381.996826 209 260 55 
1668444522582.043701 212 259 65 
1668444522782.001465 207 256 63 
1668444522981.993896 206 259 61 
1668444523182.038086 208 259 65 
1668444523382.036133 205 248 66 
1668444523581.980957 203 247 63 
1668444523781.987549 196 243 66 
1668444523981.975342 199 240 59 
1668444524182.003418 203 242 66 
1668444524382.041260 205 240 58 
1668444524582.035400 202 238 67 
1668444524782.008789 206 243 64 
1668444524982.038818 201 240 60 
1668444525200.364746 202 240 69 
1668444525382.007568 201 241 61 
1668444525600.043945 200 238 64 
1668444525782.038330 202 239 64 
1668444525981.982666 201 240 61 
1668444526181.979248 203 242 65 
1668444526382.034668 198 240 61 
1668444526582.042480 196 240 66 
1668444526782.022705 202 242 66 
1668444526982.045654 200 242 62 
1668444527200.360840 202 243 57 
1668444527382.028809 199 241 62 
1668444527582.025635 200 241 57 
1668444527782.030029 198 241 58 
1668444527982.045654 203 247 64 
1668444528200.000000 204 249 61 
1668444528381.975830 197 250 58 
1668444528582.002441 207 260 57 
1668444528782.029053 213 259 59 
1668444528982.025879 208 260 63 
1668444529182.021729 210 258 60 
1668444529382.029053 209 259 62 
1668444529582.020752 203 262 59 
1668444529782.024658 205 256 62 
1668444529982.031982 204 265 63 
1668444530182.023926 203 261 65 
1668444530400.013916 211 270 65 
1668444530581.990723 196 262 66 
1668444530782.022461 185 259 58 
1668444530982.023438 184 214 63 
1668444531200.364746 190 231 62 
1668444531382.009766 274 249 58 
1668444531582.021240 251 249 61 
1668444531782.007568 197 239 64 
1668444531982.013916 229 219 64 
1668444532200.019043 253 241 62 
1668444532382.027100 198 237 63 
1668444532582.024414 198 236 61 
1668444532781.988525 199 234 58 
